,Unnamed: 0,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,X,Y,datetime,day,hour,geometry,SDoT_pop,count_따릉이,학교_초,학교_중,학교_고,학교_대,따릉이_대여소수,pubs,speedbump,busstop,subway,bus,temp,humidity,dust
313,313,경상사고,0,0,1,0,차대차 - 기타,기타,-,흐림,교차로 - 교차로횡단보도내,개인형이동수단(PM),여,39세,경상,승용,남,50세,상해없음,203085.80905041,445367.13437817,2021-09-10 22:00:00,4,22,POINT (958893.9999999647 1945489.999999917),67.5,0,0,0,0,0,1,21,130,12,6,64,22.9,100.0,23.0
314,314,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,32세,상해없음,승용,남,19세,경상,202469.3354217,445598.95107486,2021-09-11 01:00:00,5,1,POINT (958278.9999999612 1945724.9999999146),4.5,0,0,0,0,0,0,8,149,2,5,76,21.5,100.0,20.0
315,315,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),여,18세,부상신고,승용,남,66세,상해없음,207300.78375085,447944.54760452,2021-09-11 09:00:00,5,9,POINT (963120.9999999647 1948043.999999924),215.0,0,1,1,4,0,2,9,46,3,1,50,21.9,100.0,38.0
316,316,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,34세,상해없음,보행자,여,6세,경상,209332.72669088,446037.58245131,2021-09-11 15:00:00,5,15,POINT (965141.9999999587 1946126.9999999218),46.5,0,0,0,0,0,2,65,10,3,7,65,30.7,52.0,24.0
317,317,경상사고,0,0,1,2,차대차 - 정면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,14세,부상신고,자전거,남,24세,경상,192906.49398743,458597.12666446,2021-09-14 16:00:00,1,16,POINT (948788.9999999718 1958768.999999918),74.5,0,0,0,21,0,3,2,10,9,2,103,32.6,38.0,5.0
318,318,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,9세,상해없음,승용,여,37세,상해없음,193602.6652126,443571.07691546,2021-09-15 21:00:00,2,21,POINT (949404.9999999594 1943744.9999999087),109.75,0,0,0,0,0,1,12,4,11,2,124,24.3,49.0,17.0
319,319,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,기타 - 기타,개인형이동수단(PM),남,16세,기타불명,보행자,남,56세,경상,205293.49040852,445402.87440593,2021-09-17 17:00:00,4,17,POINT (961100.9999999626 1945513.9999999192),92.5,0,0,2,13,0,3,16,27,9,3,74,30.8,43.0,0.0
320,320,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,19세,경상,승용,남,43세,상해없음,204119.98497699,441832.2327138,2021-09-18 05:00:00,5,5,POINT (959908.9999999608 1941950.9999999143),1.0,0,0,0,0,0,2,34,3,4,1,94,19.1,100.0,1.0
321,321,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,기타 - 기타,개인형이동수단(PM),남,24세,상해없음,보행자,남,30세,경상,201888.15720423,447095.4508573,2021-09-18 14:00:00,5,14,POINT (957705.999999961 1947223.999999922),42.0,0,1,2,8,0,2,16,69,5,2,54,29.8,49.0,2.0
322,322,부상신고사고,0,0,0,1,차량단독 - 전도전복 - 전도,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,26세,부상신고,,,,,211026.90703187,445190.24136915,2021-09-18 20:00:00,5,20,POINT (966830.99999996 1945270.999999924),52.5,0,0,1,0,0,5,8,23,7,3,63,24.9,90.0,1.0
323,323,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,25세,상해없음,원동기,남,22세,부상신고,192294.45133427,450104.62464992,2021-09-19 18:00:00,6,18,POINT (948131.9999999633 1950282.9999999101),66.0,0,0,0,0,0,3,36,0,10,4,118,26.0,53.0,2.0
324,324,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,-,기타,교차로 - 교차로안,개인형이동수단(PM),남,49세,경상,,,,,211356.38393404,444748.81362982,2021-09-19 20:00:00,6,20,POINT (967157.9999999579 1944827.9999999248),45.5,0,0,0,0,0,2,1,28,4,5,67,23.9,79.0,4.0
325,325,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,25세,경상,승용,남,59세,상해없음,199655.86508872,454884.62579667,2021-09-20 17:00:00,0,17,POINT (955515.9999999701 1955021.999999917),107.5,0,0,0,1,1,2,1,10,16,0,74,29.7,42.0,0.0
326,326,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,15세,상해없음,보행자,여,25세,경상,211175.40928586,443600.39063337,2021-09-20 19:00:00,0,19,POINT (966970.9999999639 1943680.9999999271),40.0,0,0,0,0,0,2,10,45,7,4,86,26.3,57.0,4.0
327,327,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 교량,개인형이동수단(PM),남,15세,상해없음,보행자,여,73세,중상,205800.21140807,443421.78059238,2021-09-22 14:00:00,2,14,POINT (961596.9999999627 1943530.9999999192),45.5,0,1,0,7,0,1,6,18,7,7,69,24.3,83.0,0.0
328,328,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),남,28세,상해없음,보행자,여,48세,경상,206556.05589074,459866.32631566,2021-09-23 11:00:00,3,11,POINT (962439.9999999676 1959964.9999999297),378.0,0,1,0,5,0,2,8,1,7,1,96,23.2,55.0,4.0
329,329,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,25세,경상,승용,남,51세,상해없음,204595.1335369,443158.27841245,2021-09-23 19:00:00,3,19,POINT (960390.9999999632 1943273.9999999164),100.5,0,0,0,0,0,2,4,21,8,5,74,24.0,61.0,2.0
330,330,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,36세,부상신고,이륜,남,39세,상해없음,201809.09425647,446536.81176108,2021-09-24 19:00:00,4,19,POINT (957623.9999999575 1946665.9999999162),104.5,0,0,0,0,0,0,121,126,0,2,65,24.6,72.0,3.0
331,331,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),남,22세,상해없음,보행자,남,39세,경상,186439.92962634,448092.74255403,2021-09-25 21:00:00,5,21,POINT (942268.999999959 1948302.9999999092),234.5,0,0,0,0,0,3,21,38,7,1,103,21.9,85.0,0.0
332,332,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,20세,상해없음,보행자,여,57세,중상,206462.79086689,456153.35459004,2021-09-25 23:00:00,5,23,POINT (962326.9999999651 1956253.9999999306),184.0,0,0,0,0,0,0,0,0,0,3,74,20.9,78.0,4.0
333,333,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,-,흐림,단일로 - 기타,개인형이동수단(PM),남,28세,경상,승용,여,62세,상해없음,193922.07063248,450857.5669488,2021-09-26 22:00:00,6,22,POINT (949762.9999999594 1951026.9999999125),24.0,0,0,0,0,0,1,74,15,10,6,137,22.8,61.0,0.0
334,334,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,27세,중상,승합,남,50세,상해없음,207607.41340015,448037.21400148,2021-09-27 14:00:00,0,14,POINT (963427.9999999631 1948134.9999999264),280.5,0,1,1,4,0,2,9,46,3,2,65,25.9,50.0,2.0
335,335,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,60세,경상,승용,남,58세,상해없음,213828.78540621,443919.60775662,2021-09-27 18:00:00,0,18,POINT (969624.999999964 1943985.9999999218),181.5,0,0,0,0,0,2,5,43,5,1,48,22.7,97.0,181.0
336,336,중상사고,0,1,0,0,차대차 - 기타,차로위반,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),여,25세,중상,승용,남,52세,상해없음,208222.77798269,454972.25177759,2021-09-28 18:00:00,1,18,POINT (964079.999999968 1955063.999999924),162.0,0,0,1,4,0,0,13,0,9,4,103,21.8,76.0,11.0
337,337,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,-,비,단일로 - 기타,개인형이동수단(PM),남,29세,경상,승용,남,57세,상해없음,205138.72150623,445536.10507473,2021-09-29 20:00:00,2,20,POINT (960946.9999999636 1945647.999999917),0.0,0,0,0,0,0,2,42,58,12,4,74,20.125,58.0,20.166666666666664
338,338,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,18세,경상,승용,남,25세,상해없음,207574.76601532,451542.4368,2021-09-30 07:00:00,3,7,POINT (963413.9999999633 1951638.999999923),0.0,0,0,0,0,0,2,23,30,9,3,99,16.0,100.0,3.0
339,339,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,22세,경상,승용,남,32세,상해없음,204969.07927334,464059.53128556,2021-10-01 08:00:00,4,8,POINT (960875.999999974 1964164.9999999253),0.0,0,0,0,0,0,2,12,1,12,1,72,20.5,79.0,26.0
340,340,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,25세,경상,승용,남,57세,상해없음,199665.3489583,443130.09510357,2021-10-01 09:00:00,4,9,POINT (955462.9999999524 1943271.9999999122),0.0,0,0,0,0,0,3,11,0,15,2,104,19.7,79.0,23.0
341,341,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,22세,중상,승합,남,48세,상해없음,204081.32141843,444403.041622,2021-10-01 09:00:00,4,9,POINT (959883.9999999631 1944520.9999999197),0.0,0,0,1,0,0,1,7,45,10,4,68,19.0,100.0,25.0
342,342,경상사고,0,0,1,0,차대사람 - 횡단중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),여,15세,기타불명,보행자,여,56세,경상,190887.72870582,448070.37211901,2021-10-01 19:00:00,4,19,POINT (946714.9999999569 1948256.9999999094),0.0,0,0,1,0,0,2,23,21,9,5,102,23.9,62.0,24.0
343,343,경상사고,0,0,2,0,차대차 - 기타,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,39세,경상,원동기,남,21세,경상,207938.72474618,444991.76043063,2021-10-02 10:00:00,5,10,POINT (963742.999999963 1945088.9999999274),0.0,0,0,0,0,0,3,12,20,2,3,48,20.15,100.0,21.0
344,344,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,-,맑음,단일로 - 기타,개인형이동수단(PM),여,44세,경상,승용,남,45세,상해없음,202051.96038433,452599.48065265,2021-10-02 20:00:00,5,20,POINT (957898.9999999623 1952724.9999999248),0.0,0,0,0,0,0,3,34,28,15,7,108,20.125,58.0,20.166666666666664
345,345,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,34세,상해없음,이륜,남,52세,경상,196210.43388521,449638.26463207,2021-10-03 17:00:00,6,17,POINT (952043.9999999581 1949795.999999919),0.0,0,0,0,0,0,0,7,5,9,8,112,20.125,58.0,20.166666666666664
346,346,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,24세,상해없음,이륜,남,28세,경상,203171.42158055,443940.02753404,2021-10-04 10:00:00,0,10,POINT (958971.9999999615 1944062.9999999164),0.0,0,1,0,0,0,1,44,81,3,3,110,23.15,100.0,21.5
347,347,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),남,15세,상해없음,보행자,여,53세,경상,202067.46092787,444792.50007305,2021-10-04 14:00:00,0,14,POINT (957872.9999999591 1944920.999999915),0.0,0,0,0,0,0,3,98,0,12,5,114,20.125,58.0,20.166666666666664
348,348,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,30세,경상,승용,남,63세,상해없음,208248.86280173,453454.78493416,2021-10-05 08:00:00,1,8,POINT (964097.9999999658 1953546.9999999248),0.0,0,0,0,0,0,1,2,0,3,2,52,23.05,90.0,25.5
349,349,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,비,교차로 - 교차로안,개인형이동수단(PM),남,18세,상해없음,원동기,남,71세,경상,198465.1198906,452118.21417105,2021-10-06 11:00:00,2,11,POINT (954310.9999999678 1952262.9999999194),232.0,0,0,0,0,0,7,105,3,17,12,172,18.0,100.0,0.0
350,350,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,24세,중상,보행자,남,52세,상해없음,202076.96416634,452600.61409981,2021-10-07 11:00:00,3,11,POINT (957923.9999999694 1952725.999999919),244.0,0,0,0,0,0,3,34,28,15,7,108,20.3,100.0,21.0
351,351,중상사고,0,1,0,0,차대차 - 측면충돌,불법유턴,-,맑음,단일로 - 기타,개인형이동수단(PM),남,74세,중상,승용,남,39세,상해없음,196393.01033592,444273.16348928,2021-10-08 09:00:00,4,9,POINT (952197.99999996 1944431.9999999166),321.5,0,0,0,0,0,0,0,0,7,1,67,21.2,75.0,19.0
352,352,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,28세,상해없음,보행자,남,49세,중상,208414.4276128,456179.75388006,2021-10-09 19:00:00,5,19,POINT (964277.9999999653 1956269.9999999288),126.0,0,2,1,1,0,5,22,0,9,1,84,21.3,93.0,6.0
353,353,부상신고사고,0,0,0,1,차대사람 - 차도통행중,신호위반,-,맑음,단일로 - 기타,개인형이동수단(PM),남,46세,상해없음,보행자,여,63세,부상신고,191878.34697422,450658.62357939,2021-10-11 19:00:00,0,19,POINT (947718.9999999583 1950838.9999999162),0.0,0,0,0,0,0,2,49,0,9,4,127,20.125,58.0,20.166666666666664
354,354,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,31세,상해없음,보행자,여,43세,경상,202305.44423504,444436.6242525,2021-10-12 09:00:00,1,9,POINT (958108.9999999634 1944563.9999999222),213.0,0,0,0,0,0,1,82,6,24,4,133,16.9,99.0,5.0
355,355,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,28세,경상,승용,남,65세,상해없음,201880.01683957,460465.6513862,2021-10-14 08:00:00,3,8,POINT (957768.9999999648 1960588.9999999206),325.0,0,0,0,0,0,1,21,0,14,3,125,20.3,72.0,3.0
356,356,중상사고,0,1,0,0,차대차 - 정면충돌,중앙선침범,-,맑음,단일로 - 기타,개인형이동수단(PM),남,72세,상해없음,승용,남,56세,중상,190590.75541783,444279.35391344,2021-10-14 18:00:00,3,18,POINT (946397.9999999516 1944468.9999999073),189.5,0,0,0,0,0,5,10,14,14,2,123,22.1,64.0,10.0
357,357,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,50세,중상,승용,남,45세,상해없음,208176.49292819,444864.97262371,2021-10-14 20:00:00,3,20,POINT (963979.9999999609 1944960.9999999239),79.5,0,0,0,0,0,3,12,20,2,2,39,19.6,100.0,3.0
358,358,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,-,맑음,단일로 - 기타,개인형이동수단(PM),남,63세,상해없음,자전거,남,68세,경상,198703.33948531,444191.40022415,2021-10-15 16:00:00,4,16,POINT (954506.99999996 1944337.9999999215),134.5,0,0,0,0,0,0,7,0,6,3,75,23.4,61.0,5.0
359,359,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,39세,상해없음,보행자,남,38세,중상,210649.05561954,443250.45546452,2021-10-15 18:00:00,4,18,POINT (966442.9999999576 1943333.9999999264),169.5,0,1,0,0,0,2,5,2,5,4,58,20.6,100.0,7.0
360,360,중상사고,0,1,1,0,차대차 - 정면충돌,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,27세,중상,승용,남,59세,경상,209221.2756278,449501.37633704,2021-10-16 05:00:00,5,5,POINT (965048.9999999602 1949589.9999999285),153.5,0,0,0,0,0,1,0,0,5,1,52,15.8,64.0,7.0
361,361,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,25세,부상신고,승용,여,47세,상해없음,202969.57893263,444272.08636817,2021-10-16 11:00:00,5,11,POINT (958771.9999999569 1944395.9999999239),46.5,0,0,0,0,0,2,35,90,2,3,121,13.1,41.0,6.0
362,362,경상사고,0,0,1,0,차대차 - 기타,기타,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,49세,경상,승용,남,62세,상해없음,205985.41720004,452429.33628189,2021-10-17 17:00:00,6,17,POINT (961829.9999999695 1952533.9999999213),0.0,0,0,0,0,0,0,20,0,5,0,75,20.125,58.0,20.166666666666664
363,363,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,48세,상해없음,보행자,여,70세,중상,213837.27057555,443640.53976031,2021-10-20 06:00:00,2,6,POINT (969631.999999959 1943706.9999999267),12.0,0,0,0,0,0,2,5,43,5,1,54,4.7,100.0,21.0
364,364,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,68세,경상,승용,여,44세,상해없음,198018.25501377,441896.87230951,2021-10-20 08:00:00,2,8,POINT (953809.9999999587 1942047.9999999192),255.0,0,1,0,0,0,1,27,27,2,2,68,8.5,69.0,18.0
365,365,경상사고,0,0,1,0,차대차 - 정면충돌,중앙선침범,-,맑음,단일로 - 기타,개인형이동수단(PM),남,14세,상해없음,승용,여,42세,경상,201098.09359101,458328.6489679,2021-10-20 18:00:00,2,18,POINT (956975.9999999696 1958456.9999999194),357.5,0,0,1,4,0,0,0,0,10,3,91,16.1,43.0,27.0
366,366,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,18세,상해없음,보행자,남,2세,경상,206600.40264301,458678.09036465,2021-10-21 16:00:00,3,16,POINT (962477.9999999665 1958776.9999999292),586.5,0,0,0,0,0,1,4,0,12,1,108,16.8,38.0,37.0
367,367,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),여,17세,상해없음,보행자,여,59세,중상,192453.88630778,454734.24053122,2021-10-21 21:00:00,3,21,POINT (948315.9999999651 1954909.9999999176),29.75,0,1,0,0,0,2,13,58,13,2,128,12.0,47.0,49.0
368,368,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,-,맑음,단일로 - 기타,개인형이동수단(PM),남,60세,기타불명,승용,남,66세,상해없음,200253.1390064,451305.40696038,2021-10-22 05:00:00,4,5,POINT (956093.9999999641 1951440.999999918),0.25,0,0,0,0,0,5,12,34,8,11,70,5.6,100.0,26.0
369,369,경상사고,0,0,1,0,차대사람 - 보도통행중,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,18세,상해없음,보행자,여,56세,경상,192578.81810252,455883.34446546,2021-10-22 19:00:00,4,19,POINT (948446.9999999701 1956057.999999918),38.25,0,2,0,0,1,2,5,68,8,3,134,14.9,39.0,22.0
370,370,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,29세,상해없음,보행자,여,56세,경상,208270.15394306,454529.32710725,2021-10-23 08:00:00,5,8,POINT (964124.9999999707 1954620.999999922),85.0,0,0,0,0,0,2,19,0,17,2,89,5.0,95.0,35.0
371,371,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,27세,부상신고,승용,남,29세,기타불명,192923.54098618,450697.19593716,2021-10-23 15:00:00,5,15,POINT (948763.9999999574 1950871.9999999125),62.5,0,0,0,0,0,4,57,0,19,8,141,18.9,31.0,29.0
372,372,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),남,31세,상해없음,보행자,여,62세,중상,188021.07840653,450998.24128444,2021-10-24 10:00:00,6,10,POINT (943864.9999999631 1951198.9999999101),31.5,0,0,0,0,0,2,1,16,5,3,77,10.2,86.0,31.0
373,373,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,20세,상해없음,보행자,남,30세,경상,192008.82188886,443238.48744656,2021-10-25 22:00:00,0,22,POINT (947809.9999999582 1943420.9999999146),119.5,0,1,0,0,0,2,16,0,8,2,102,13.0,67.0,21.0
374,374,경상사고,0,0,1,0,차대차 - 기타,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),여,32세,경상,승용,남,51세,상해없음,205300.29388876,449392.48982112,2021-10-25 23:00:00,0,23,POINT (961128.9999999602 1949501.9999999178),165.0,0,1,0,0,0,2,10,0,6,2,91,10.4,100.0,21.0
375,375,중상사고,0,1,1,0,차대차 - 정면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,22세,중상,자전거,남,55세,경상,192798.16274548,459214.78588849,2021-10-26 05:00:00,1,5,POINT (948683.9999999695 1959386.9999999127),7.5,0,1,0,0,0,0,8,9,8,1,72,11.3,79.0,28.0
376,376,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,41세,상해없음,보행자,여,24세,경상,201801.36564735,453820.62648586,2021-10-26 08:00:00,1,8,POINT (957654.9999999695 1953946.9999999208),154.0,0,0,0,0,1,2,5,27,5,6,99,7.6,100.0,39.0
377,377,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,23세,중상,승합,남,48세,상해없음,185737.63956203,448662.2234868,2021-10-26 14:00:00,1,14,POINT (941569.999999954 1948875.9999999106),288.0,0,0,0,0,0,1,0,46,5,2,81,18.1,55.0,43.0
378,378,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,14세,상해없음,보행자,남,46세,중상,190169.04020615,443818.93978937,2021-10-26 22:00:00,1,22,POINT (945973.9999999577 1944010.9999999078),116.0,0,0,0,0,0,0,25,23,6,3,105,12.0,100.0,61.0
379,379,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,29세,중상,승용,남,49세,상해없음,198383.41828589,441892.80890629,2021-10-27 18:00:00,2,18,POINT (954174.9999999569 1942041.9999999143),344.0,0,0,0,0,0,3,61,10,12,3,77,17.8,33.0,8.0
380,380,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,27세,상해없음,보행자,여,37세,경상,205241.14983791,449415.18440768,2021-10-28 11:00:00,3,11,POINT (961069.9999999667 1949524.9999999178),223.5,0,1,0,0,0,2,10,0,6,2,92,13.8,58.0,10.0
381,381,사망사고,1,0,0,0,차량단독 - 공작물충돌,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,17세,사망,,,,,206749.93507817,463468.79139568,2021-10-28 20:00:00,3,20,POINT (962652.9999999781 1963564.9999999232),274.0,0,0,0,0,0,2,23,2,5,1,30,16.9,44.0,15.0
382,382,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,15세,상해없음,자전거,남,12세,부상신고,204998.7522519,444201.83392434,2021-10-30 18:00:00,5,18,POINT (960799.9999999569 1944314.9999999213),73.0,0,1,0,0,0,1,3,150,3,4,68,17.5,64.0,10.0
383,383,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,27세,상해없음,보행자,남,26세,경상,206064.48416969,449037.41121706,2021-11-01 00:00:00,0,0,POINT (961890.99999996 1949142.999999918),167.0,0,0,0,0,0,1,41,14,5,3,83,11.5,100.0,31.0
384,384,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전거리미확보,-,맑음,단일로 - 기타,개인형이동수단(PM),남,55세,부상신고,승합,남,39세,상해없음,207187.00663247,453536.16807803,2021-11-01 13:00:00,0,13,POINT (963036.99999997 1953633.9999999234),275.25,0,0,0,0,0,3,17,0,8,3,84,20.125,58.0,20.166666666666664
385,385,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,기타 - 기타,개인형이동수단(PM),남,69세,상해없음,보행자,남,8세,경상,193936.15127484,455730.51087831,2021-11-03 18:00:00,2,18,POINT (949802.999999963 1955897.9999999132),50.25,0,0,0,0,0,2,8,48,7,2,81,15.4,54.0,55.0
386,386,중상사고,0,1,0,0,차대사람 - 기타,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),남,28세,상해없음,보행자,여,40세,중상,192263.19939096,452218.26529521,2021-11-03 20:00:00,2,20,POINT (948111.9999999579 1952395.9999999166),51.0,0,0,1,0,0,4,13,0,12,1,89,13.1,78.0,42.0
387,387,중상사고,0,2,0,0,차대사람 - 횡단중,신호위반,-,맑음,단일로 - 기타,개인형이동수단(PM),남,41세,상해없음,보행자,여,60세,중상,202653.25790002,460289.70192024,2021-11-05 14:00:00,4,14,POINT (958540.9999999726 1960408.999999921),273.5,0,0,0,0,0,1,9,0,8,2,138,21.4,37.0,67.0
388,388,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,55세,경상,승용,여,50세,기타불명,191087.31103737,443268.60638422,2021-11-06 16:00:00,5,16,POINT (946888.9999999539 1943455.9999999101),185.5,0,0,0,0,0,0,29,23,6,3,115,22.7,32.0,28.0
389,389,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,45세,경상,승용,여,36세,상해없음,212730.79479477,449481.02411141,2021-11-07 22:00:00,6,22,POINT (968556.999999959 1949550.9999999236),166.0,0,1,1,0,0,0,12,50,5,3,78,17.5,51.0,8.0
390,390,중상사고,0,1,0,1,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),여,52세,부상신고,보행자,여,60세,중상,201053.03892352,452511.1325232,2021-11-08 07:00:00,0,7,POINT (956899.9999999698 1952641.9999999166),2.5,0,0,0,0,0,4,22,1,10,10,108,12.7,97.0,4.0
391,391,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,-,맑음,단일로 - 기타,개인형이동수단(PM),남,33세,중상,이륜,남,71세,상해없음,198660.58159914,444519.30059014,2021-11-11 13:00:00,3,13,POINT (954465.9999999524 1944665.9999999185),93.5,0,0,0,0,0,0,0,0,3,3,67,20.125,58.0,20.166666666666664
